Brand	Model	Variant	Price (INR)	Price (Lakhs)	Fuel Type	Transmission	Engine (cc)	Power (bhp)	Torque (Nm)	Mileage	Seating	Boot (L)	Ground Clearance (mm)	Year
Nissan	Magnite	KURO Edition Turbo CVT	999400	9.99	Petrol	CVT	999	99	152	17.9	5	336	205	2024
Nissan	Magnite	Tekna Turbo CVT	1062300	10.62	Petrol	CVT	999	99	152	17.9	5	336	205	2024
Nissan	Magnite	Tekna Plus Turbo CVT	1096000	10.96	Petrol	CVT	999	99	152	17.9	5	336	205	2024
Porsche	911	911 Carrera	19984000	199.84	Petrol	Automatic	2981	380	450	9.17	4	132	109	2024
Porsche	911	911 Carrera 4 GTS	27759000	277.59	Petrol	Automatic	3996	533	610	10.64	4	132	100	2024
Porsche	911	911 Turbo 50 Years	37749000	377.49	Petrol	Automatic	3745	641	800	9	4	132	109	2024
Porsche	911	911 Turbo S	38035001	380.35	Petrol	Automatic	3591	641	800	9	4	132	109	2024
Porsche	Cayenne	Cayenne STD	13869001	138.69	Petrol	Automatic	2894	348.66	500	10.8	4	770		2024
Porsche	Cayenne	Cayenne GTS	19417001	194.17	Petrol	Automatic	2894	348.66	500	10.7	4	770	192	2024
Porsche	Macan	Macan Standard	8965000	89.65	Petrol	Automatic	1984	261.49	400	10.2	5	458	202	2024
Renault	Kiger	Authentic			Petrol	Manual	999	71	96	19.71	5	405	205	
Renault	Kiger	Evolution			Petrol	Manual	999	71	96	19.71	5	405	205	
Renault	Kiger	Evolution AMT			Petrol	Automatic	999	71	96	19.83	5	405	205	
Renault	Kiger	Techno			Petrol	Manual	999	71	96	19.71	5	405	205	
Renault	Kiger	Techno DT			Petrol	Manual	999	71	96	19.71	5	405	205	
Renault	Kiger	Techno AMT			Petrol	Automatic	999	71	96	19.83	5	405	205	
Renault	Kiger	Techno DT AMT			Petrol	Automatic	999	71	96	19.83	5	405	205	
Renault	Kiger	Emotion			Petrol	Manual	999	71	96	19.71	5	405	205	
Renault	Kiger	Emotion DT			Petrol	Manual	999	71	96	19.71	5	405	205	
Renault	Kiger	Emotion Turbo			Petrol	Manual	999	98.63	152	20.38	5	405	205	
Renault	Kiger	Emotion Turbo DT			Petrol	Manual	999	98.63	152	20.38	5	405	205	
Renault	Kiger	Techno Turbo CVT			Petrol	Automatic (CVT)	999	98.63	152	17.63	5	405	205	
Renault	Kiger	Techno Turbo DT CVT			Petrol	Automatic (CVT)	999	98.63	152	17.63	5	405	205	
Renault	Kiger	Emotion Turbo CVT			Petrol	Automatic (CVT)	999	98.63	152	17.63	5	405	205	
Renault	Kiger	Emotion Turbo DT CVT			Petrol	Automatic (CVT)	999	98.63	152	17.63	5	405	205	
Renault	Kwid	Authentic			Petrol	Manual	999	67.06	91	21.46	5	279	184	
Renault	Kwid	Evolution			Petrol	Manual	999	67.06	91	21.46	5	279	184	
Renault	Kwid	Evolution AMT			Petrol	Automatic	999	67.06	91	22.3	5	279	184	
Renault	Kwid	Techno			Petrol	Manual	999	67.06	91	21.46	5	279	184	
Renault	Kwid	Anniversary Edition			Petrol	Manual	999	67.06	91	21.46	5	279	184	
Renault	Kiger	Renault Kiger Authentic	576300	5.76	Petrol	Manual	999	71	96	19.71	5	405	205	
Renault	Kiger	Renault Kiger Evolution	649500	6.50	Petrol	Manual	999	71	96	19.71	5	405	205	
Renault	Kiger	Renault Kiger Evolution AMT	695200	6.95	Petrol	AMT	999	71	96	19.71	5	405	205	
Renault	Kiger	Renault Kiger Techno	750100	7.50	Petrol	Manual	999	71	96	19.71	5	405	205	
Renault	Kiger	Renault Kiger Techno DT	771100	7.71	Petrol	Manual	999	71	96	19.71	5	405	205	
Renault	Kiger	Renault Kiger Techno AMT	795800	7.96	Petrol	AMT	999	71	96	19.71	5	405	205	
Renault	Kiger	Renault Kiger Techno DT AMT	816800	8.17	Petrol	AMT	999	71	96	19.71	5	405	205	
Renault	Kiger	Renault Kiger Emotion	837000	8.37	Petrol	Manual	999	71	96	19.71	5	405	205	
Renault	Kiger	Renault Kiger Emotion DT	858000	8.58	Petrol	Manual	999	71	96	19.71	5	405	205	
Renault	Kiger	Renault Kiger Emotion Turbo	914700	9.15	Petrol	Manual	999	98.63	152	17.63	5	405	205	
Renault	Kiger	Renault Kiger Emotion Turbo DT	914700	9.15	Petrol	Manual	999	98.63	152	17.63	5	405	205	
Renault	Kiger	Renault Kiger Techno Turbo CVT	914700	9.15	Petrol	CVT	999	98.63	152	17.63	5	405	205	
Renault	Kiger	Renault Kiger Techno Turbo DT CVT	914700	9.15	Petrol	CVT	999	98.63	152	17.63	5	405	205	
Renault	Kiger	Renault Kiger Emotion Turbo CVT	1033600	10.34	Petrol	CVT	999	98.63	152	17.63	5	405	205	
Renault	Kiger	Renault Kiger Emotion Turbo DT CVT	1033600	10.34	Petrol	CVT	999	98.63	152	17.63	5	405	205	
Renault	Kwid	Renault KWID Authentic	429900	4.30	Petrol	Manual	999	67.06	91	21.46	5	279	184	
Renault	Kwid	Renault KWID Evolution	466500	4.67	Petrol	Manual	999	67.06	91	21.46	5	279	184	
Renault	Kwid	Renault KWID Evolution AMT	499900	5.00	Petrol	AMT	999	67.06	91	21.46	5	279	184	
Renault	Kwid	Renault KWID Techno	499900	5.00	Petrol	Manual	999	67.06	91	21.46	5	279	184	
Renault	Kwid	Renault KWID Anniversary Edition	514500	5.14	Petrol	Manual	999	67.06	91	21.46	5	279	184	
Renault	Kwid	Renault KWID Techno AMT	548800	5.49	Petrol	AMT	999	67.06	91	21.46	5	279	184	
Renault	Kwid	Renault KWID Anniversary Edition AMT	563500	5.63	Petrol	AMT	999	67.06	91	21.46	5	279	184	
Renault	Kwid	Renault KWID 1.0 CLIMBER	547000	5.47	Petrol	Manual	999	67.06	91	21.46	5	279	184	
Renault	Kwid	Renault KWID 1.0 CLIMBER DT	558000	5.58	Petrol	Manual	999	67.06	91	21.46	5	279	184	
Renault	Kwid	Renault KWID 1.0 CLIMBER AMT	588200	5.88	Petrol	AMT	999	67.06	91	21.46	5	279	184	
Renault	Kwid	Renault KWID 1.0 CLIMBER DT AMT	599100	5.99	Petrol	AMT	999	67.06	91	21.46	5	279	184	
Renault	Triber	Renault Triber Authentic	576300	5.76	Petrol	Manual	999	71.01	96	17	7	84	182	
Renault	Triber	Renault Triber Evolution	663200	6.63	Petrol	Manual	999	71.01	96	17	7	84	182	
Renault	Triber	Renault Triber Techno	731800	7.32	Petrol	Manual	999	71.01	96	17	7	84	182	
Renault	Triber	Renault Triber Emotion	791200	7.91	Petrol	Manual	999	71.01	96	17	7	84	182	
Renault	Triber	Renault Triber Emotion Dual Tone	812300	8.12	Petrol	Manual	999	71.01	96	17	7	84	182	
Renault	Triber	Renault Triber Emotion AMT	838800	8.39	Petrol	AMT	999	71.01	96	17	7	84	182	
Renault	Triber	Renault Triber Emotion AMT Dual Tone	859800	8.60	Petrol	AMT	999	71.01	96	17	7	84	182	
Skoda	Kodiaq	Kodiaq Lounge	3999000	39.99	Petrol	Automatic	1984	201	320	14.86	7	281	155	2025
Skoda	Kodiaq	Kodiaq Sportline	4376000	43.76	Petrol	Automatic	1984	201	320	14.86	7	281	155	2025
Skoda	Kodiaq	Kodiaq Selection L&K	4596000	45.96	Petrol	Automatic	1984	201	320	14.86	7	281	155	2025
Skoda	Kushaq	Kushaq 1.0L Classic	1066000	10.66	Petrol	Manual	999	114	178	19.76	5	385	155	2021
Skoda	Kushaq	Kushaq 1.0L Onyx AT	1319000	13.19	Petrol	Automatic	999	114	178	18.09	5	385	155	2021
Skoda	Kushaq	Kushaq 1.0L Signature	1444000	14.44	Petrol	Manual	999	114	178	19.76	5	385	155	2021
Skoda	Kushaq	Kushaq 1.0L Sportline	1459000	14.59	Petrol	Manual	999	114	178	19.76	5	385	155	2021
Skoda	Kushaq	Kushaq 1.0L Signature AT	1549000	15.49	Petrol	Automatic	999	114	178	18.09	5	385	155	2021
Skoda	Kushaq	Kushaq 1.0L Sportline AT	1564000	15.64	Petrol	Automatic	999	114	178	18.09	5	385	155	2021
Skoda	Kushaq	Kushaq 1.0L Monte Carlo	1588000	15.88	Petrol	Manual	999	114	178	19.76	5	385	155	2021
Skoda	Kushaq	Kushaq 1.0L Prestige	1588000	15.88	Petrol	Manual	999	114	178	19.76	5	385	155	2021
Skoda	Kushaq	Kushaq 1.0L Monte Carlo AT	1695000	16.95	Petrol	Automatic	999	114	178	18.09	5	385	155	2021
Skoda	Kushaq	Kushaq 1.0L Prestige AT	1695000	16.95	Petrol	Automatic	999	114	178	18.09	5	385	155	2021
Skoda	Kushaq	Kushaq 1.5L Sportline DSG	1719000	17.19	Petrol	Automatic (DSG)	1498	147.5	250	18.86	5	385	155	2021
Skoda	Kushaq	Kushaq 1.5L Monte Carlo DSG	1849000	18.49	Petrol	Automatic (DSG)	1498	147.5	250	18.86	5	385	155	2021
Skoda	Kushaq	Kushaq 1.5L Prestige DSG	1849000	18.49	Petrol	Automatic (DSG)	1498	147.5	250	18.86	5	385	155	2021
Skoda	Slavia	Slavia 1.0L Classic	1000000	10.00	Petrol	Manual	999	114	178	20.32	5	521	179	2022
Skoda	Slavia	Slavia 1.0L Signature	1328000	13.28	Petrol	Manual	999	114	178	20.32	5	521	179	2022
Skoda	Slavia	Slavia 1.0L Sportline	1349000	13.49	Petrol	Manual	999	114	178	20.32	5	521	179	2022
Skoda	Slavia	Slavia 1.0L Signature AT	1434000	14.34	Petrol	Automatic	999	114	178	18.73	5	521	179	2022
Skoda	Slavia	Slavia 1.0L Sportline AT	1455000	14.55	Petrol	Automatic	999	114	178	18.73	5	521	179	2022
Skoda	Slavia	Slavia 1.0L Monte Carlo	1500000	15.00	Petrol	Manual	999	114	178	20.32	5	521	179	2022
Skoda	Slavia	Slavia 1.0L Prestige	1500000	15.00	Petrol	Manual	999	114	178	20.32	5	521	179	2022
Skoda	Slavia	Slavia 1.0L Prestige AT	1643000	16.43	Petrol	Automatic	999	114	178	18.73	5	521	179	2022
Skoda	Slavia	Slavia 1.0L Monte Carlo AT	1649000	16.49	Petrol	Automatic	999	114	178	18.73	5	521	179	2022
Skoda	Slavia	Slavia 1.5L Sportline DSG	1619000	16.19	Petrol	Automatic (DSG)	1498	147.51	250	19.36	5	521	179	2022
Skoda	Slavia	Slavia 1.5L Prestige DSG	1793000	17.93	Petrol	Automatic (DSG)	1498	147.51	250	19.36	5	521	179	2022
Skoda	Slavia	Slavia 1.5L Monte Carlo DSG	1799000	17.99	Petrol	Automatic (DSG)	1498	147.51	250	19.36	5	521	179	2022
Skoda	Kylaq	Kylaq Classic	759000	7.59	Petrol	Manual	999	114	178	19.68	5	446	189	2025
Tata	Altroz	Altroz Smart			Petrol	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Pure			Petrol	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Smart CNG			CNG	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Pure S			Petrol	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Pure AMT			Petrol	Automatic	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Pure S AMT			Petrol	Automatic	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Creative			Petrol	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Pure CNG			CNG	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Pure Diesel			Diesel	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Creative S			Petrol	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Pure S CNG			CNG	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Creative AMT			Petrol	Automatic	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Creative S AMT			Petrol	Automatic	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Creative CNG			CNG	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Accomplished S			Petrol	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Creative S CNG			CNG	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Creative S Diesel			Diesel	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Creative S DCA			Petrol	Automatic	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Accomplished S CNG			CNG	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Accomplished S Diesel			Diesel	Manual	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Accomplished S DCA			Petrol	Automatic	1199	86	113	18	5	345	165	
Tata	Altroz	Altroz Accomplished Plus S DCA			Petrol	Automatic	1199	86	113	18	5	345	165	
Tata	Curvv	Curvv Smart			Petrol	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Pure Plus			Petrol	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Smart Diesel			Diesel	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Pure Plus S			Petrol	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Creative			Petrol	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Pure Plus DCA			Petrol	Automatic	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Pure Plus Diesel			Diesel	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Creative S			Petrol	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Pure Plus S Diesel			Diesel	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Pure Plus S DCA			Petrol	Automatic	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Creative DCA			Petrol	Automatic	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Creative Diesel			Diesel	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Creative Plus S			Petrol	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Creative S Hyperion			Petrol	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Pure Plus Diesel DCA			Diesel	Automatic	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Creative S DCA			Petrol	Automatic	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Creative S Diesel			Diesel	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Pure Plus S Diesel DCA			Diesel	Automatic	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Accomplished S			Petrol	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Creative Plus S Hyperion			Petrol	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Creative Plus S DCA			Petrol	Automatic	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Creative Plus S Diesel			Diesel	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Creative S Diesel DCA			Diesel	Automatic	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Accomplished S Hyperion			Petrol	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Accomplished S Hyperion Dark			Petrol	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Accomplished S DCA			Petrol	Automatic	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Accomplished S Diesel			Diesel	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Accomplished S Dark Diesel			Diesel	Manual	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Creative Plus S Hyperion DCA			Petrol	Automatic	1199	120	170	14	5	500	208	
Tata	Curvv	Curvv Creative Plus S Diesel DCA			Diesel	Automatic	1199	120	170	14	5	500	208	
Tata	Nexon	Smart	799900	8.00	Petrol	Manual	1199	120	170	17.4	5	350	209	2024
Tata	Nexon	Smart+ S	899900	9.00	Petrol	Manual	1199	120	170	17.4	5	350	209	2024
Tata	Nexon	Creative+ S	1119900	11.20	Petrol	Manual	1199	120	170	17.4	5	350	209	2024
Tata	Nexon	Fearless+ S AMT	1239900	12.40	Petrol	Automatic	1199	120	170	17.4	5	350	209	2024
Tata	Nexon	Smart+ S	999900	10.00	Diesel	Manual	1497	115	260	23.2	5	350	209	2024
Tata	Punch	Pure	599900	6.00	Petrol	Manual	1199	86	113	18.97	5	366	187	2024
Tata	Punch	Adventure	719900	7.20	Petrol	Manual	1199	86	113	18.97	5	366	187	2024
Tata	Punch	Creative	789900	7.90	Petrol	Manual	1199	86	113	18.97	5	366	187	2024
Tata	Punch	Creative AMT	849900	8.50	Petrol	Automatic	1199	86	113	18.97	5	366	187	2024
Tata	Harrier	Smart	1499900	15.00	Diesel	Manual	1956	170	350	16.8	5	425	198	2024
Tata	Harrier	Fearless	1749900	17.50	Diesel	Manual	1956	170	350	16.8	5	425	198	2024
Tata	Harrier	Fearless+ AT	2149900	21.50	Diesel	Automatic	1956	170	350	14.6	5	425	198	2024
Tata	Safari	Smart	1599900	16.00	Diesel	Manual	1956	170	350	16.3	7	340	198	2024
Tata	Safari	Accomplished+ AT	2249900	22.50	Diesel	Automatic	1956	170	350	14.6	7	340	198	2024
Tata	Safari	Adventure+ AT	1999900	20.00	Diesel	Automatic	1956	170	350	14.6	7	340	198	2024
Tata	Tiago	XE	549900	5.50	Petrol	Manual	1199	86	113	20.09	5	242	170	2024
Tata	Tiago	XZ+	699900	7.00	Petrol	Manual	1199	86	113	20.09	5	242	170	2024
Tata	Tiago	XZ+ AMT	749900	7.50	Petrol	Automatic	1199	86	113	20.09	5	242	170	2024
Tata	Tigor	XE	599900	6.00	Petrol	Manual	1199	86	113	20.3	5	419	170	2024
Tata	Tigor	XZ+	749900	7.50	Petrol	Manual	1199	86	113	20.3	5	419	170	2024
Tata	Tigor	XZ+ AMT	799900	8.00	Petrol	Automatic	1199	86	113	20.3	5	419	170	2024
Toyota	Camry	Sprint Edition	4748200	47.48	Petrol	Automatic	2487	227	221	25.49	5			2024
Toyota	Camry	Elegance	4748200	47.48	Petrol	Automatic	2487	227	221	25.49	5		145	2024
Toyota	Fortuner	4X2 AT			Petrol	Automatic					5			2024
Toyota	Fortuner	Leader Edition 4x2 Diesel			Diesel	Manual					5			2024
Toyota	Fortuner	4X2 Diesel			Diesel	Manual					5			2024
Toyota	Fortuner	Leader Edition 4x2 Diesel AT			Diesel	Automatic					5			2024
Toyota	Fortuner	4X2 Diesel AT			Diesel	Automatic					5			2024
Toyota	Fortuner	4X4 Diesel			Diesel	Manual					5			2024
Toyota	Fortuner	Neo Drive			Petrol	Manual					5			2024
Toyota	Fortuner	GR S 4X4 Diesel AT			Diesel	Automatic					5			2024
Toyota	Innova Crysta	2.4 GX 7Str	1885000	18.85	Petrol	Manual					5			2024
Toyota	Innova Crysta	2.4 GX 8Str	1885000	18.85	Petrol	Manual					5			2024
Toyota	Innova Crysta	2.4 GX Plus 7Str	2047000	20.47	Petrol	Manual					5			2024
Toyota	Innova Crysta	2.4 GX Plus 8Str	2052000	20.52	Petrol	Manual					5			2024
Toyota	Innova Crysta	2.4 VX 7Str	2395000	23.95	Diesel	Manual	2393	147.51	343	11.33	7	300	178	2024
Toyota	Innova Crysta	2.4 VX 8Str	2400000	24.00	Petrol	Manual					5			2024
Toyota	Innova Crysta	2.4 Zx 7Str	2553000	25.53	Petrol	Manual					5			2024
Toyota	Hyryder	E	1099000	10.99	Petrol	Manual					5			2024
Toyota	Hyryder	S	1251000	12.51	Petrol	Manual					5			2024
Toyota	Hyryder	S CNG	1338000	13.38	CNG	Manual					5			2024
Toyota	Hyryder	S AT	1377000	13.77	Petrol	Automatic					5			2024
Toyota	Hyryder	G Opt	1423100	14.23	Petrol	Manual					5			2024
Toyota	Hyryder	G CNG	1534000	15.34	CNG	Manual					5			2024
Toyota	Hyryder	G Opt AT	1539000	15.39	Petrol	Automatic					5			2024
Toyota	Hyryder	V	1597000	15.97	Petrol	Manual					5			2024
Toyota	Hyryder	S HYBRID	1672000	16.72	Petrol	Manual					5			2024
Toyota	Hyryder	V AT	1719000	17.19	Petrol	Automatic					5			2024
Toyota	Hyryder	V AWD AT	1828600	18.29	Petrol	Automatic					5			2024
Toyota	Hyryder	G Opt HYBRID	1844400	18.44	Petrol	Manual					5			2024
Toyota	Hyryder	V HYBRID	1999000	19.99	Petrol	Manual					5			2024
Toyota	Innova Hycross	G Fleet 7STR			Petrol	Manual					5			2024
Toyota	Innova Hycross	G Fleet 8STR			Petrol	Manual					5			2024
Toyota	Innova Hycross	GX 7STR			Petrol	Manual					5			2024
Toyota	Innova Hycross	GX 8STR			Petrol	Manual					5			2024
Toyota	Innova Hycross	GX (O) 8STR			Petrol	Manual					5			2024
Toyota	Innova Hycross	GX (O) 7STR			Petrol	Manual					5			2024
Toyota	Innova Hycross	VX 7STR Hybrid			Petrol	Manual					5			2024
Toyota	Innova Hycross	VX 8STR Hybrid			Petrol	Manual					5			2024
Toyota	Glanza	G	649000	6.49	Petrol	Manual	1197	90	113	22.35	5	318	170	2024
Toyota	Glanza	V	779000	7.79	Petrol	Manual	1197	90	113	22.35	5	318	170	2024
Toyota	Glanza	V AMT	829000	8.29	Petrol	Automatic	1197	90	113	22.35	5	318	170	2024
Toyota	Urban Cruiser Taisor	G	739000	7.39	Petrol	Manual	1197	90	113	20.01	5	382	195	2024
Toyota	Urban Cruiser Taisor	V Turbo	999000	9.99	Petrol	Manual	998	100	148	20.01	5	382	195	2024
Toyota	Urban Cruiser Taisor	V Turbo AT	1099000	10.99	Petrol	Automatic	998	100	148	20.01	5	382	195	2024
Toyota	Hilux	Standard	3060000	30.60	Diesel	Manual	2755	204	500	11.2	5		220	2024
Toyota	Hilux	High	3685000	36.85	Diesel	Automatic	2755	204	500	10.1	5		220	2024
Toyota	Land Cruiser	LC300 GX-R	21000000	210.00	Diesel	Automatic	3346	305	700	8	7		230	2024
Volkswagen	Taigun	1.0 Comfortline	1141920	11.42	Petrol	Manual	999	114	178	19.89	5	385	188	2024
Volkswagen	Taigun	1.0 Highline	1258959	12.59	Petrol	Manual	999	114	178	19.2	5	385	188	2024
Volkswagen	Taigun	1.0 Highline AT	1355566	13.56	Petrol	Automatic	999	114	178	17.23	5	385	188	2024
Volkswagen	Taigun	1.0 Highline Plus	1394152	13.94	Petrol	Manual	999	114	178	19.2	5	385	188	2024
Volkswagen	Taigun	1.0 GT Line	1432748	14.33	Petrol	Manual	999	114	178	19.89	5	385	188	2024
Volkswagen	Taigun	1.0 Highline Plus AT	1500357	15.00	Petrol	Automatic	999	114	178	18.15	5	385	188	2024
Volkswagen	Taigun	1.0 GT Line AT	1538953	15.39	Petrol	Automatic	999	114	178	18.46	5	385	188	2024
Volkswagen	Taigun	1.0 Topline ES	1603850	16.04	Petrol	Manual	999	114	178	19.2	5	385	188	2024
Volkswagen	Taigun	1.0 Topline AT ES	1741751	17.42	Petrol	Automatic	999	114	178	17.23	5	385	188	2024
Volkswagen	Taigun	1.5 GT Plus Chrome DSG ES	1894607	18.95	Petrol	Automatic (DSG)	1498	148	250	19.01	5	385	188	2024
Volkswagen	Taigun	1.5 GT Plus Sports DSG	1918805	19.19	Petrol	Automatic (DSG)	1498	148	250	19.01	5	385	188	2024
Volkswagen	Virtus	Comfortline	1049900	10.50	Petrol	Manual	999	113.98	178	20.8	5	521	179	2024
Volkswagen	Virtus	Highline	1345900	13.46	Petrol	Manual	999	113.98	178	19.4	5	521	179	2024
Volkswagen	Virtus	Highline Plus	1385900	13.86	Petrol	Manual	999	113.98	178	19.4	5	521	179	2024
Volkswagen	Virtus	GT Line	1409900	14.10	Petrol	Manual	999	113.98	178	19.4	5	521	179	2024
Volkswagen	Virtus	Highline AT	1465900	14.66	Petrol	Automatic	999	113.98	178	18.12	5	521	179	2024
Volkswagen	Virtus	Highline Plus AT	1490900	14.91	Petrol	Automatic	999	113.98	178	18.12	5	521	179	2024
Volkswagen	Virtus	GT Line AT	1499900	15.00	Petrol	Automatic	999	113.98	178	18.12	5	521	179	2024
Volkswagen	Virtus	Topline ES	1510900	15.11	Petrol	Manual	999	113.98	178	20.08	5	521	179	2024
Volkswagen	Virtus	Topline AT ES	1629900	16.30	Petrol	Automatic	999	113.98	178	18.12	5	521	179	2024
Volkswagen	Virtus	GT Plus DSG ES	1879900	18.80	Petrol	Automatic (DSG)	1498	147.51	250	19.62	5	521	179	2024
Volkswagen	Virtus	GT Plus Sport DSG	1899900	19.00	Petrol	Automatic (DSG)	1498	147.51	250	19.62	5	521	179	2024
Volkswagen	Tiguan	Exclusive Edition	3349900	33.50	Petrol	Automatic (DSG)	1984	187.74	320	12.65	5	615		2024
Volkswagen	Tiguan	2.0 TSI Elegance BSVI	3419900	34.20	Petrol	Automatic (DSG)	1984	187.74	320	12.65	5	615		2024
Volkswagen	Tiguan	2.0 TSI Elegance	3816900	38.17	Petrol	Automatic (DSG)	1984	187.74	320	12.65	5	615		2024
Volkswagen	Tiguan	R-Line	4000000	40.00	Petrol	Automatic (DSG)	1984	187.74	320	12.65	5	615		2024
Volvo	EX30	EX30 RWD Ultra	3999001	39.99	Electric	Automatic (1-gear)	EV	272	343		5			
Volvo	XC60	XC60 B5	6710667	67.11	Petrol	Automatic	1969	250	360		5			
Volvo	XC40	B4 Ultimate	4690000	46.90	Petrol	Automatic	1969	197	300	14.1	5	452	211	2024
Volvo	XC40 Recharge	Ultimate	5690000	56.90	Electric	Automatic	EV	408	660	418 km	5	452	175	2024
Volvo	XC90	B6 Ultimate	9790000	97.90	Petrol	Automatic	1969	310	400	12.8	7	262	238	2024
Volvo	S90	B5 Ultimate	6890000	68.90	Petrol	Automatic	1969	250	350	14.7	5	500	149	2024
