Brand	Model	Variant	Price (INR)	Price (Lakhs)	Fuel Type	Transmission	Engine (cc)	Power (bhp)	Torque (Nm)	Mileage	Seating	Boot (L)	Ground Clearance (mm)	Year
Audi	A4	Premium	4625000	46.25	Petrol	Automatic	1984	207	320	15	5	460		2024
Audi	A4	Premium Plus	5117000	51.17	Petrol	Automatic	1984	207	320	15	5	460		2024
Audi	A4	Signature Edition	5400000	54.00	Petrol	Automatic	1984	207	320	15	5	460		2024
Audi	A4	Technology	5511000	55.11	Petrol	Automatic	1984	207	320	15	5	460		2024
Audi	A6	45 TFSI Premium Plus	6373999	63.74	Petrol	Automatic	1984	241	370	14.11	5	530	165	2024
Audi	A6	45 TFSI Technology	6989000	69.89	Petrol	Automatic	1984	241	370	14.11	5	530	165	2024
Audi	Q3	Premium	4307000	43.07	Petrol	Automatic	1984	188	320	10.14	5	460	170	2022
Audi	Q3	Premium Plus	4755000	47.55	Petrol	Automatic	1984	188	320	10.14	5	460	170	2022
Audi	Q3	Technology	5231000	52.31	Petrol	Automatic	1984	188	320	10.14	5	460	170	2022
Audi	Q3	Signature Line	5231000	52.31	Petrol	Automatic	1984	188	320	10.14	5	460	170	2022
Audi	Q3	Bold Edition	5298000	52.98	Petrol	Automatic	1984	188	320	10.14	5	460	170	2022
Audi	Q3 Sportback	Bold Edition	5298000	52.98	Petrol	Automatic	1984	188	320	10.14	5	380	200	2022
Audi	Q3 Sportback	40 TFSI Quattro	5355000	53.55	Petrol	Automatic	1984	188	320	10.14	5	380	200	2022
Audi	Q3 Sportback	Signature Line	5355000	53.55	Petrol	Automatic	1984	188	320	10.14	5	380	200	2022
Audi	Q5	Premium Plus	6474000	64.74	Petrol	Automatic	1984	246	370	13.47	5	520		2021
Audi	Q5	Bold Edition	6986000	69.86	Petrol	Automatic	1984	246	370	13.47	5	520		2021
Audi	Q5	Signature Line	6986000	69.86	Petrol	Automatic	1984	246	370	13.47	5	520		2021
Audi	Q5	Technology	6986000	69.86	Petrol	Automatic	1984	246	370	13.47	5	520		2021
Audi	Q7	Premium Plus	8613999	86.14	Petrol	Automatic	2995	335	500	11	7		178	2025
Audi	Q7	Bold Edition	9315000	93.15	Petrol	Automatic	2995	335	500	11	7		178	2025
Audi	Q7	Technology	9502999	95.03	Petrol	Automatic	2995	335	500	11	7		178	2025
Audi	Q7	Signature Edition	9503000	95.03	Petrol	Automatic	2995	335	500	11	7		178	2025
Audi	Q8	Quattro	11000000	110.00	Petrol	Automatic	2995	335	500	10	5	605	254	2024
Audi	RS Q8	Standard	23200000	232.00	Petrol	Automatic	3998	632	850	9	5		254	2024
Audi	e-tron GT	Quattro	17200000	172.00	Electric	Automatic	EV	523	630		5	405	165	2024
Audi	RS e-tron GT	Quattro	19500000	195.00	Electric	Automatic	EV	637	830		5	405	165	2024
Audi	S5 Sportback	3.0L TFSI	7357001	73.57	Petrol	Automatic	2994	349	500	7.6	5	480		2021
Audi	S5 Sportback	Platinum Edition	8050001	80.50	Petrol	Automatic	2994	349	500	7.6	5	480		2021
Audi	Q8 e-tron	50 Quattro	11473000	114.73	Electric	Automatic	EV	402	664		5	505		2023
Audi	Q8 e-tron	55 Quattro	12713000	127.13	Electric	Automatic	EV	402	664		5	505		2023
Audi	Q8 Sportback e-tron	50 Quattro	11923000	119.23	Electric	Automatic	EV	402	664		5	535		2023
Audi	Q8 Sportback e-tron	55 Quattro	13163000	131.63	Electric	Automatic	EV	402	664		5	535		2023
Bentley	Bentayga	V8	50032967	500.33	Petrol	Automatic	3956	542	770	7.6	4	484		2026
Bentley	Flying Spur	V8	55018177	550.18	Petrol	Automatic	3993	500	660	12.5	4	467	110	2026
Bentley	Continental GT	Speed	64596706	645.97	Petrol	Automatic	5950	650	900	12.9	4	358	152	2026
Bmw	2 Series Gran Coupe	218 M Sport	4530000	45.30	Petrol	7-Speed DCT (Automatic)	1499	154	230		5	430	128	2024
Bmw	2 Series Gran Coupe	218 M Sport Pro	4720000	47.20	Petrol	7-Speed DCT (Automatic)	1499	154	230		5	430	128	2024
Bmw	3 Series	M340i 50 Jahre Edition	7285000	72.85	Petrol	8-Speed Steptronic Automatic	2998	369	500		5	480	130	2024
Bmw	3 Series	M340i xDrive	7395000	73.95	Petrol	8-Speed Steptronic Automatic	2998	369	500		5	480	130	2024
Bmw	3 Series LWB	330Li M Sport	6050000	60.50	Petrol	8-Speed Automatic	1998	255	400		5	480	130	2024
Bmw	3 Series LWB	330Li M Sport 50 Jahre Edition	6060000	60.60	Petrol	8-Speed Automatic	1998	255	400		5	480	130	2024
Bmw	X1	sDrive18i xLine	4190000	41.90	Petrol	Automatic	1499	136	230	15.7	5	540	175	2024
Bmw	X1	sDrive18i M Sport	4390000	43.90	Petrol	Automatic	1499	136	230	15.7	5	540	175	2024
Bmw	X1	sDrive20d M Sport	4990000	49.90	Diesel	Automatic	1995	150	360	20.3	5	540	175	2024
Bmw	X3	xDrive20d xLine	6690000	66.90	Diesel	Automatic	1995	190	400	18.5	5	550	204	2024
Bmw	X3	xDrive20d M Sport	7290000	72.90	Diesel	Automatic	1995	190	400	18.5	5	550	204	2024
Bmw	X5	xDrive30d xLine	9390000	93.90	Diesel	Automatic	2993	286	650	14.48	5	645	214	2024
Bmw	X5	xDrive30d M Sport	10490000	104.90	Diesel	Automatic	2993	286	650	14.48	5	645	214	2024
Bmw	X7	xDrive40i M Sport	13590000	135.90	Petrol	Automatic	2998	381	520	11.2	7	750	193	2024
Bmw	5 Series	520d M Sport	7190000	71.90	Diesel	Automatic	1995	190	400	20.37	5	520	142	2024
Bmw	5 Series	530d M Sport	8390000	83.90	Diesel	Automatic	2993	286	650	16.8	5	520	142	2024
Bmw	7 Series	740d M Sport	16900000	169.00	Diesel	Automatic	2993	340	700	14.4	5	540	145	2024
Bmw	i4	eDrive40 M Sport	7290000	72.90	Electric	Automatic	EV	340	430	590 km	5	470	144	2024
Bmw	iX	xDrive40	8690000	86.90	Electric	Automatic	EV	326	630	425 km	5	500	200	2024
Byd	Sealion 7	Premium	4890000	48.90	Electric	Automatic	EV	308	380	567	5	500		2025
Byd	Sealion 7	Performance	5490000	54.90	Electric	Automatic	EV	523	690	542	5	500	163	2025
Byd	Seal	Dynamic	4099000	40.99	Electric	Automatic	EV	204	310	510 km	5	400	150	2024
Byd	Seal	Premium	5399000	53.99	Electric	Automatic	EV	313	360	580 km	5	400	150	2024
Byd	Atto 3	Dynamic	2499000	24.99	Electric	Automatic	EV	204	310	521 km	5	440	175	2024
Byd	Atto 3	Superior	3399000	33.99	Electric	Automatic	EV	204	310	521 km	5	440	175	2024
Byd	e6	GL	2960000	29.60	Electric	Automatic	EV	95	180	415 km	5	580	175	2024
Citroen	C3	Live	495000	4.95	Petrol	Manual	1198	80	115	19.3	5	315	180	2022
Citroen	C3	Live CNG	573000	5.73	CNG	Manual	1198	72	95	28.1	5	315	180	2024
Citroen	C3	Feel	585000	5.85	Petrol	Manual	1198	80	115	19.3	5	315	180	2022
Citroen	C3	Feel Optional	680000	6.80	Petrol	Manual	1198	80	115	19.3	5	315	180	2022
Citroen	C3	Feel Optional CNG	758000	7.58	CNG	Manual	1198	72	95	28.1	5	315	180	2024
Citroen	C3	Feel CNG	845000	8.45	CNG	Manual	1198	72	95	28.1	5	315	180	2024
Citroen	C3	X Shine	763000	7.63	Petrol	Manual	1198	80	115	19.3	5	315	180	2024
Citroen	C3	X Shine CNG	816000	8.16	CNG	Manual	1198	72	95	28.1	5	315	180	2024
Citroen	C3	Shine Dark Edition	838300	8.38	Petrol	Manual	1198	80	115	19.3	5	315	180	2024
Citroen	C3	Shine Dark Edition CNG	931300	9.31	CNG	Manual	1198	72	95	28.1	5	315	180	2024
Citroen	C3	X Shine Turbo	874000	8.74	Petrol	Manual	1199	108	190	19.3	5	315	180	2024
Citroen	C3	X Shine Turbo AT	945000	9.45	Petrol	Automatic	1199	108	205	19.3	5	315	180	2024
Citroen	C3	Shine Turbo Dark Edition	958300	9.58	Petrol	Manual	1199	108	190	19.3	5	315	180	2024
Citroen	C3	Shine Turbo Dark Edition AT	1019300	10.19	Petrol	Automatic	1199	108	205	19.3	5	315	180	2024
Citroen	C3	Turbo Shine DT AT	1014800	10.15	Petrol	Automatic	1199	108	205	19.3	5	315	180	2024
Citroen	C3	Turbo Shine Sport Edition AT	1020801	10.21	Petrol	Automatic	1199	108	205	19.3	5	315	180	2024
Citroen	C3 Aircross	Plus	989000	9.89	Petrol	Manual	1199	82	115	18.64	5	460	190	2024
Citroen	C3 Aircross	Max	1049000	10.49	Petrol	Manual	1199	82	115	18.64	7	460	190	2024
Citroen	C3 Aircross	Max Turbo	1189000	11.89	Petrol	Manual	1199	110	190	18.64	7	460	190	2024
Citroen	Basalt	Plus	799000	7.99	Petrol	Manual	1199	82	115	18.7	5	470	180	2024
Citroen	Basalt	Max	889000	8.89	Petrol	Manual	1199	82	115	18.7	5	470	180	2024
Citroen	Basalt	Max Turbo AT	1069000	10.69	Petrol	Automatic	1199	110	190	18.7	5	470	180	2024
Force Motors	Trax Cruiser	Force Trax Cruiser 9 Str	1383208	13.83	Diesel	Manual	2596	90	250	17	9		191	2026
Force Motors	Trax Cruiser	Force Trax Cruiser 9 Str AC	1398935	13.99	Diesel	Manual	2596	90	250	17	9		191	2026
Force Motors	Trax Cruiser	Force Trax Cruiser 12 Str	1521986	15.22	Diesel	Manual	2596	90	250	17	12		191	2026
Force Motors	Trax Cruiser	Force Trax Cruiser 12 Str AC	1523458	15.23	Diesel	Manual	2596	90	250	17	12		191	2026
Force Motors	Gurkha	2.6 Diesel	1595358	15.95	Diesel	Manual	2596	138	320	12	4	500	233	2024
Force Motors	Gurkha 5 Door	Gurkha 5 Door	1726949	17.27	Diesel	Manual	2596	138	320	12	7		233	2024
Honda	Amaze	V	747790	7.48	Petrol	Manual	1199	89	110	18.65	5	416	172	2024
Honda	Amaze	VX	848390	8.48	Petrol	Manual	1199	89	110	18.65	5	416	172	2024
Honda	Amaze	V CVT	862090	8.62	Petrol	Automatic	1199	89	110	19.46	5	416	172	2024
Honda	Amaze	VX CVT	921590	9.22	Petrol	Automatic	1199	89	110	19.46	5	416	172	2024
Honda	Amaze	ZX	921590	9.22	Petrol	Manual	1199	89	110	18.65	5	416	172	2024
Honda	Amaze	ZX CVT	999900	10.00	Petrol	Automatic	1199	89	110	19.46	5	416	172	2024
Honda	City	SV	1195300	11.95	Petrol	Manual	1498	119	145	17.8	5	506	165	2023
Honda	City	V	1269500	12.70	Petrol	Manual	1498	119	145	17.8	5	506	165	2023
Honda	City	VX	1372800	13.73	Petrol	Manual	1498	119	145	17.8	5	506	165	2023
Honda	City	V CVT	1390200	13.90	Petrol	Automatic	1498	119	145	18.4	5	506	165	2023
Honda	City	Sport	1437500	14.38	Petrol	Automatic	1498	119	145	18.4	5	506	165	2023
Honda	City	ZX	1486800	14.87	Petrol	Manual	1498	119	145	17.8	5	506	165	2023
Honda	City	VX CVT	1493500	14.94	Petrol	Automatic	1498	119	145	18.4	5	506	165	2023
Honda	City	ZX CVT	1607400	16.07	Petrol	Automatic	1498	119	145	18.4	5	506	165	2023
Honda	City Hybrid	ZX CVT	1999900	20.00	Petrol	Automatic	1498	96	127	27.13	5	410	165	2022
Honda	Elevate	SV	1104500	11.04	Petrol	Manual	1498	121	145	15.31	5	458	220	2024
Honda	Elevate	V	1229500	12.29	Petrol	Manual	1498	121	145	15.31	5	458	220	2024
Honda	Elevate	VX CVT	1489500	14.89	Petrol	Automatic	1498	121	145	15.31	5	458	220	2024
Honda	Elevate	ZX CVT	1599500	15.99	Petrol	Automatic	1498	121	145	15.31	5	458	220	2024
Hyundai	Alcazar	Alcazar Executive	1449900	14.50	Petrol	Manual	1482	158	253	18.8	7	180	200	2024
Hyundai	Alcazar	Alcazar Prestige	1672500	16.73	Petrol	Manual	1482	158	253	18.8	7	180	200	2024
Hyundai	Alcazar	Alcazar Prestige DCT	1799500	18.00	Petrol	DCT	1482	158	253	18.8	7	180	200	2024
Hyundai	Alcazar	Alcazar Platinum	1892500	18.93	Petrol	Manual	1482	158	253	18.8	7	180	200	2024
Hyundai	Alcazar	Alcazar Signature DCT	2087000	20.87	Petrol	DCT	1482	158	253	18.8	7	180	200	2024
Hyundai	Alcazar	Alcazar Executive Diesel	1549000	15.49	Diesel	Manual	1493	114	250	20.4	7	180	200	2024
Hyundai	Alcazar	Alcazar Signature Diesel AT	2087000	20.87	Diesel	Automatic	1493	114	250	20.4	7	180	200	2024
Hyundai	Aura	Aura E	648600	6.49	Petrol	Manual	1197	82	113.8	17.0	5	402	165	2023
Hyundai	Aura	Aura S	732600	7.33	Petrol	Manual	1197	82	113.8	17.0	5	402	165	2023
Hyundai	Aura	Aura SX	809400	8.09	Petrol	Manual	1197	82	113.8	17.0	5	402	165	2023
Hyundai	Aura	Aura SX Plus AMT	889300	8.89	Petrol	AMT	1197	82	113.8	17.0	5	402	165	2023
Hyundai	Aura	Aura S CNG	830900	8.31	CNG	Manual	1197	68	95.2	22.0	5	402	165	2023
Hyundai	Aura	Aura SX CNG	904600	9.05	CNG	Manual	1197	68	95.2	22.0	5	402	165	2023
Hyundai	Creta	Creta E	1099900	11.00	Petrol	Manual	1497	113	144	17.4	5	433	190	2024
Hyundai	Creta	Creta EX	1221300	12.21	Petrol	Manual	1497	113	144	17.4	5	433	190	2024
Hyundai	Creta	Creta SX Tech	1598000	15.98	Petrol	Manual	1497	113	144	17.4	5	433	190	2024
Hyundai	Creta	Creta SX (O) iVT	1873000	18.73	Petrol	iVT	1497	113	144	17.4	5	433	190	2024
Hyundai	Creta	Creta SX (O) Turbo DCT	1999900	20.00	Petrol	DCT	1482	158	253	17.4	5	433	190	2024
Hyundai	Creta	Creta E Diesel	1255900	12.56	Diesel	Manual	1493	114	250	21.8	5	433	190	2024
Hyundai	Creta	Creta SX (O) Diesel AT	2014900	20.15	Diesel	Automatic	1493	114	250	21.8	5	433	190	2024
Hyundai	Creta EV	Creta Electric Executive	1802200	18.02	Electric	Automatic	EV	136	395	450 km	5	433	190	2025
Hyundai	Creta EV	Creta Electric Premium	1999900	20.00	Electric	Automatic	EV	136	395	450 km	5	433	190	2025
Hyundai	Creta EV	Creta Electric Excellence	2129900	21.30	Electric	Automatic	EV	136	395	450 km	5	433	190	2025
Hyundai	Creta N Line	Creta N Line N8 DCT	1783000	17.83	Petrol	DCT	1482	158	253	18.0	5	433	190	2024
Hyundai	Creta N Line	Creta N Line N10	1902500	19.02	Petrol	Manual	1482	158	253	18.0	5	433	190	2024
Hyundai	Creta N Line	Creta N Line N10 DCT	1995000	19.95	Petrol	DCT	1482	158	253	18.0	5	433	190	2024
Hyundai	Exter	Exter EX	564200	5.64	Petrol	Manual	1197	81.8	113.8	19.4	5	391	185	2023
Hyundai	Exter	Exter S	713000	7.13	Petrol	Manual	1197	81.8	113.8	19.4	5	391	185	2023
Hyundai	Exter	Exter SX	770000	7.70	Petrol	Manual	1197	81.8	113.8	19.4	5	391	185	2023
Hyundai	Exter	Exter SX AMT	831500	8.31	Petrol	AMT	1197	81.8	113.8	19.4	5	391	185	2023
Hyundai	Exter	Exter SX Opt Connect	898257	8.98	Petrol	Manual	1197	81.8	113.8	19.4	5	391	185	2023
Hyundai	Exter	Exter S CNG	789304	7.89	CNG	Manual	1197	68	95.2	27.1	5	391	185	2023
Hyundai	Grand i10 Nios	Grand i10 Nios Era	555000	5.55	Petrol	Manual	1197	82	113.8	18.0	5	260	165	2023
Hyundai	Grand i10 Nios	Grand i10 Nios Magna	628000	6.28	Petrol	Manual	1197	82	113.8	18.0	5	260	165	2023
Hyundai	Grand i10 Nios	Grand i10 Nios Sportz	683500	6.83	Petrol	Manual	1197	82	113.8	18.0	5	260	165	2023
Hyundai	Grand i10 Nios	Grand i10 Nios Asta	739735	7.40	Petrol	Manual	1197	82	113.8	18.0	5	260	165	2023
Hyundai	Grand i10 Nios	Grand i10 Nios Sportz AMT	735500	7.36	Petrol	AMT	1197	82	113.8	18.0	5	260	165	2023
Hyundai	Grand i10 Nios	Grand i10 Nios Magna CNG	722000	7.22	CNG	Manual	1197	68	95.2	27.0	5	260	165	2023
Hyundai	i20	i20 Era	599000	5.99	Petrol	Manual	1197	82	115	20.0	5	311	170	2023
Hyundai	i20	i20 Magna	699900	7.00	Petrol	Manual	1197	82	115	20.0	5	311	170	2023
Hyundai	i20	i20 Sportz	774500	7.75	Petrol	Manual	1197	82	115	20.0	5	311	170	2023
Hyundai	i20	i20 Asta Opt	915000	9.15	Petrol	Manual	1197	82	115	20.0	5	311	170	2023
Hyundai	i20	i20 Asta Opt IVT	1034000	10.34	Petrol	IVT	1197	82	115	20.0	5	311	170	2023
Hyundai	Ioniq 5	Ioniq 5 RWD	4630000	46.30	Electric	Automatic	EV	214.56	350	631 km	5	584	163	2023
Hyundai	Tucson	Tucson Platinum AT	2731661	27.32	Petrol	Automatic	1999	154	192	13.0	5	540	181	2022
Hyundai	Tucson	Tucson Signature AT	3110000	31.10	Petrol	Automatic	1999	154	192	13.0	5	540	181	2022
Hyundai	Tucson	Tucson Platinum Diesel AT	2953793	29.54	Diesel	Automatic	1997	184	416	18.0	5	540	181	2022
Hyundai	Tucson	Tucson Signature Diesel 4WD AT	3349897	33.50	Diesel	Automatic	1997	184	416	18.0	5	540	181	2022
Hyundai	Venue	Venue HX 2	799900	8.00	Petrol	Manual	1197	82	115	17.5	5	350	190	2023
Hyundai	Venue	Venue HX 5	934900	9.35	Petrol	Manual	1197	82	115	17.5	5	350	190	2023
Hyundai	Venue	Venue HX 5 Turbo DCT	1081900	10.82	Petrol	DCT	998	118	172	17.5	5	350	190	2023
Hyundai	Venue	Venue HX 8 Turbo	1190700	11.91	Petrol	Manual	998	118	172	17.5	5	350	190	2023
Hyundai	Venue	Venue HX 10 Turbo DCT	1456200	14.56	Petrol	DCT	998	118	172	17.5	5	350	190	2023
Hyundai	Venue	Venue HX 2 Diesel	979900	9.80	Diesel	Manual	1493	114	250	23.4	5	350	190	2023
Hyundai	Venue	Venue HX 10 Diesel AT	1551100	15.51	Diesel	Automatic	1493	114	250	23.4	5	350	190	2023
Hyundai	Verna	Verna EX	1079500	10.79	Petrol	Manual	1497	113	144	18.6	5	528	170	2023
Hyundai	Verna	Verna S	1195000	11.95	Petrol	Manual	1497	113	144	18.6	5	528	170	2023
Hyundai	Verna	Verna SX	1285500	12.86	Petrol	Manual	1497	113	144	18.6	5	528	170	2023
Hyundai	Verna	Verna SX IVT	1406000	14.06	Petrol	IVT	1497	113	144	18.6	5	528	170	2023
Hyundai	Verna	Verna SX Opt Turbo DCT	1697760	16.98	Petrol	DCT	1482	158	253	20.0	5	528	170	2023
Isuzu	V-Cross	4x2 Z AT	2426580	24.27	Diesel	Automatic	1898	160	360	12.4	5			2026
Isuzu	V-Cross	4x4 Z	2498260	24.98	Diesel	Manual	1898	160	360	12.4	5			2026
Isuzu	V-Cross	4x4 Z Prestige	2605590	26.06	Diesel	Manual	1898	160	360	12.4	5			2026
Isuzu	V-Cross	4x4 Z Prestige AT	2936640	29.37	Diesel	Automatic	1898	160	360	12.4	5			2026
Isuzu	Hi-Lander	4x2 MT	2034580	20.35	Diesel	Manual	1898	160	360	12.4	5		205	2026
Isuzu	D-Max	CBC HR 2.0	1050060	10.50	Diesel	Manual	2499	77	176	12	2	1495	220	2026
Isuzu	D-Max	Flat Deck HR	1190270	11.90	Diesel	Manual	2499	77	176	12	2	1495	220	2026
Isuzu	D-Max	Flat Deck HR 2.0	1200010	12.00	Diesel	Manual	2499	77	176	12	2	1495	220	2026
Isuzu	D-Max	Flat Deck HR AC 1.2	1227150	12.27	Diesel	Manual	2499	77	176	12	2	1495	220	2026
Isuzu	D-Max	Flat Deck HR AC 2.0	1250390	12.50	Diesel	Manual	2499	77	176	12	2	1495	220	2026
Jaguar	F-Pace	2.0 R-Dynamic S (Petrol)	7290000	72.90	Petrol	Automatic	1997	246	365	12.9	5	613	213	2026
Jaguar	F-Pace	2.0 R-Dynamic S Diesel	7290000	72.90	Diesel	Automatic	1997	201	430	19.3	5	613	213	2026
Jaguar	F-Pace	R-Dynamic S	8190000	81.90	Petrol	Automatic	1997	250	365	12.2	5	755	213	2024
Jaguar	F-Pace	R-Dynamic HSE	9490000	94.90	Diesel	Automatic	1999	204	430	14.1	5	755	213	2024
Jaguar	I-Pace	EV400 HSE	10590000	105.90	Electric	Automatic	EV	400	696	470 km	5	656	142	2024
Jeep	Compass	2.0 Sport	1799000	17.99	Diesel	Manual	1956	168	350	14.9	5	438	200	2026
Jeep	Compass	2.0 Longitude Opt AT	2338000	23.38	Diesel	Automatic	1956	168	350	14.9	5	438	200	2026
Jeep	Grand Cherokee	Limited Opt	6300000	63.00	Petrol	Automatic	1995	268	400	7.2	5	438	200	2026
Jeep	Wrangler	Unlimited	6458000	64.58	Petrol	8-speed	1995	268	400	10.6	5	438	200	2026
Jeep	Wrangler	Rubicon	6831000	68.31	Petrol	8-speed	1995	268	400	10.6	5	438	200	2026
Jeep	Meridian	Limited	3499000	34.99	Diesel	Automatic	1956	170	350	15.1	7	233	203	2024
Jeep	Meridian	Limited (O)	3699000	36.99	Diesel	Automatic	1956	170	350	15.1	7	233	203	2024
Jeep	Meridian	Overland 4x4	4199000	41.99	Diesel	Automatic	1956	170	350	14.2	7	233	203	2024
Kia	Carnival	Carnival Limousine Plus	5942000	59.42	Diesel	Automatic	2151	190	441	14.85	7		180	2026
Kia	Carens	Carens Premium Opt	1099000	10.99	Petrol	Manual	1497			0	7	216		2026
Kia	Carens	Carens Premium Opt CNG	1177000	11.77	CNG	Manual	1497			0	7	216		2026
Kia	Carens	Carens Premium Opt Diesel	1277000	12.77	Diesel	Manual	1493	114	250	0	7	216		2026
Kia	Seltos	Seltos HTE	1099000	10.99	Petrol	Manual	1497			0	5	447		2026
Kia	Seltos	Seltos HTE Diesel	1259000	12.59	Diesel	Manual	1493	114	250	0	5	447		2026
Kia	Seltos	Seltos HTK	1309000	13.09	Petrol	Manual	1497			0	5	447		2026
Kia	Seltos	Seltos HTX	1559000	15.59	Petrol	Manual	1497			0	5	447		2026
Kia	Seltos	Seltos GTX A iVT	1949000	19.49	Petrol	Automatic	1497			0	5	447		2026
Kia	Seltos	Seltos X-Line Diesel AT	1979000	19.79	Diesel	Automatic	1493	114	250	0	5	447		2026
Kia	Sonet	Sonet HTE	730000	7.30	Petrol	Manual	1197			0	5	385		2026
Kia	Sonet	Sonet HTK Plus	910000	9.10	Petrol	Manual	1197			0	5	385		2026
Kia	Sonet	Sonet HTX Diesel	1125000	11.25	Diesel	Manual	1493			0	5	385		2026
Kia	Sonet	Sonet GTX Plus Diesel AT	1400000	14.00	Diesel	Automatic	1493			0	5	385		2026
Kia	Syros	Syros HTK Turbo	867053	8.67	Petrol	Manual	998			0	5	465		2026
Kia	Syros	Syros HTK Plus Diesel	1146160	11.46	Diesel	Manual	1493			0	5	465		2026
Kia	Syros	Syros HTX Plus Opt Diesel AT	1593898	15.94	Diesel	Automatic	1493			0	5	465		2026
Lamborghini	Revuelto	LB 744	88900001	889.00	Petrol	Automatic	6498	1001	7256750	0	2	158	107	2026
Lamborghini	Huracan EVO	Spyder	40000000	400.00	Petrol	Automatic	5204	630	6006500	5.9	2	150	135	2026
Lamborghini	Huracan EVO	Tecnica	40400000	404.00	Petrol	Automatic	5204	630	5656500	5.9	2	150	135	2026
Lamborghini	Huracan EVO	Sterrato	46100000	461.00	Petrol	Automatic	5204	602	5606500	7.3	2	150	135	2026
Lamborghini	Huracan EVO	STO	49900000	499.00	Petrol	Automatic	5204	630	5656500	5.9	2	150	135	2026
Lamborghini	Urus	S	40000000	400.00	Petrol	Automatic	3996	666	850	7.9	5	616	248	2024
Lamborghini	Urus	Performante	43000000	430.00	Petrol	Automatic	3996	666	850	7.9	5	616	248	2024
Land Rover	Defender	2.0 l Petrol 110 X-Dynamic HSE	9800000	98.00	Petrol	8-Speed	1997	296	400	11.5	7	499	291	2026
Land Rover	Defender	3.0 l Diesel 90 X-Dynamic HSE	11946000	119.46	Diesel	8-Speed	2997	296	650	14.01	6	499	219	2026
Land Rover	Defender	3.0 l Diesel 110 X-Dynamic HSE	12600000	126.00	Diesel	8-Speed	2997	296	650	11.5	6	499	228	2026
Land Rover	Defender	3.0 l Diesel 110 Sedona Edition	13253000	132.53	Diesel	8-Speed	2997	296	650	11.5	6	499	228	2026
Land Rover	Defender	3.0 l Diesel 110 X	13533000	135.33	Diesel	8-Speed	2997	296	650	11.5	6	499	228	2026
Land Rover	Defender	5.0 l V8 Petrol 110 X-Dynamic HSE	13906000	139.06	Petrol	Automatic	5000	518	625	6.8	5		228	2026
Land Rover	Defender	3.0 l Diesel 130 X-Dynamic HSE	13906000	139.06	Diesel	8-Speed	2997	296	650	11.4	5	499	219	2026
Land Rover	Defender	5.0 l V8 Petrol 90 X	14186000	141.86	Petrol	Automatic	5000	518	625	6.8	5		228	2026
Land Rover	Defender	5.0 l V8 Petrol 110 X	14840000	148.40	Petrol	Automatic	5000	518	625	6.8	5		228	2026
Land Rover	Defender	3.0 l Diesel 130 X	14840000	148.40	Diesel	8-Speed	2997	296	650	11.4	5	499	219	2026
Land Rover	Defender	5.0 l V8 Petrol 130 X-Dynamic HSE	15400000	154.00	Petrol	8-Speed	5000	518	625	6.8	5		219	2026
Land Rover	Defender	2.0 l Petrol 110 PHEV Sedona Red Edition	16040000	160.40	Petrol	8-Speed	1997	296	400	14.01	7	107	291	2026
Land Rover	Defender	5.0 l V8 Petrol 130 X	16333000	163.33	Petrol	8-speed	5000	518	625	6.8	5		219	2026
Land Rover	Defender	5.0 l V8 Petrol 110 V8	16706000	167.06	Petrol	Automatic	5000	518	625	6.8	5		228	2026
Land Rover	Defender	4.4 l V8 Petrol 110 OCTA	24173000	241.73	Petrol	Automatic	4367	626	750	14.01	5		228	2026
Land Rover	Defender	4.4 l V8 Petrol 110 OCTA Edition One	26040000	260.40	Petrol	Automatic	4367	626	750	14.01	5		228	2026
Land Rover	Discovery	3.0 Diesel S	12525000	125.25	Diesel	8-Speed	2996	296	650	12.37	7	123	207	2026
Land Rover	Discovery	3.0 Diesel Dynamic HSE	12973000	129.73	Diesel	8-Speed	2996	296	650	13.2	7	123	207	2026
Land Rover	Discovery	3.0 Diesel Metropolitan Edition	13682000	136.82	Diesel	8-Speed	2996	296	650	13.2	7	123	207	2026
Land Rover	Discovery Sport	Dynamic SE (Petrol)	6337000	63.37	Petrol	9-Speed	1997	247	365	12.97	7	559	167	2026
Land Rover	Discovery Sport	Dynamic SE Diesel	6337000	63.37	Diesel	9-Speed	1999	201	430	12.97	7	559	167	2026
Land Rover	Range Rover Evoque	Autobiography (Petrol)	6486000	64.86	Petrol	Automatic	1997	247	365	12.82	5	472	212	2026
Land Rover	Range Rover Evoque	Autobiography Diesel	6486000	64.86	Diesel	Automatic	1997	201	430	14.71	5	472	212	2026
Land Rover	Range Rover Sport	3.0 l Petrol Dynamic HSE	13766000	137.66	Petrol	8-Speed	2998	345	700	0	5	530		2026
Land Rover	Range Rover Sport	3.0 l Diesel Dynamic HSE	13766000	137.66	Diesel	8-Speed	2998	345	700	0	5	530		2026
Land Rover	Range Rover Sport	3.0 l PHEV Autobiography	19600001	196.00	Petrol	8-Speed	2998	453	660	0	5	530		2026
Land Rover	Range Rover Sport	4.4 l Autobiography	19740001	197.40	Petrol	8-Speed	4395	345	700	0	5	530		2026
Land Rover	Range Rover Sport	4.4 l SV Edition Two	27530001	275.30	Petrol	Automatic	4395	626	700	0	5	530		2026
Land Rover	Range Rover Velar	2.0 l Petrol Autobiography	8390000	83.90	Petrol	8-Speed	1997	183	365	15.8	5	673	156	2026
