make,model,brandSlug,modelSlug,sourceUrl,exteriorCount,interiorCount,featureCount,colorCount,totalCount,exteriorFiles,interiorFiles,featureFiles,colorNames,colorFiles
mahindra,BE 6,mahindra,be-6,https://www.cardekho.com/mahindra/be-6,8,6,7,7,28,/data/brand-model-images/4w-galleries/mahindra/be-6/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/exterior/04.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/exterior/05.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/exterior/06.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/exterior/07.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/exterior/08.avif,/data/brand-model-images/4w-galleries/mahindra/be-6/interior/03.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/interior/04.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/interior/05.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/interior/06.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/interior/07.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/interior/08.avif,/data/brand-model-images/4w-galleries/mahindra/be-6/feature/01.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/feature/02.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/feature/03.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/feature/04.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/feature/05.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/feature/06.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/feature/07.avif,Everest White | Stealth Black | Desert Myst | Deep Forest | Tango Red | Firestorm Orange | Desert Myst Satin,/data/brand-model-images/4w-galleries/mahindra/be-6/colors/everest-white.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/colors/stealth-black.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/colors/desert-myst.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/colors/deep-forest.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/colors/tango-red.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/colors/firestorm-orange.avif | /data/brand-model-images/4w-galleries/mahindra/be-6/colors/desert-myst-satin.avif
mahindra,Bolero,mahindra,bolero,https://www.cardekho.com/mahindra/bolero,8,8,0,4,20,/data/brand-model-images/4w-galleries/mahindra/bolero/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/exterior/04.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/exterior/05.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/exterior/06.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/exterior/07.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/exterior/08.avif,/data/brand-model-images/4w-galleries/mahindra/bolero/interior/01.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/interior/02.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/interior/03.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/interior/04.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/interior/05.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/interior/06.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/interior/07.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/interior/08.avif,,Dimond White | Rocky Beige | D'sat Silver | Stealth Black,/data/brand-model-images/4w-galleries/mahindra/bolero/colors/dimond-white.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/colors/rocky-beige.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/colors/d-sat-silver.avif | /data/brand-model-images/4w-galleries/mahindra/bolero/colors/stealth-black.avif
mahindra,Bolero Camper,mahindra,bolero-camper,https://www.cardekho.com/mahindra/bolero-camper,4,0,0,1,5,/data/brand-model-images/4w-galleries/mahindra/bolero-camper/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-camper/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-camper/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-camper/exterior/04.avif,,,Brown,/data/brand-model-images/4w-galleries/mahindra/bolero-camper/colors/brown.avif
mahindra,Bolero Neo,mahindra,bolero-neo,https://www.cardekho.com/mahindra/bolero-neo,8,8,0,7,23,/data/brand-model-images/4w-galleries/mahindra/bolero-neo/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/exterior/04.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/exterior/05.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/exterior/06.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/exterior/07.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/exterior/08.avif,/data/brand-model-images/4w-galleries/mahindra/bolero-neo/interior/01.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/interior/02.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/interior/03.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/interior/04.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/interior/05.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/interior/06.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/interior/07.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/interior/08.avif,,Dimond White | Pearl White | Concrete Grey | Stealth Black | Jeans Blue Dual Tone | Jeans Blue | Concrete Grey With Black Roof,/data/brand-model-images/4w-galleries/mahindra/bolero-neo/colors/dimond-white.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/colors/pearl-white.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/colors/concrete-grey.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/colors/stealth-black.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/colors/jeans-blue-dual-tone.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/colors/jeans-blue.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo/colors/concrete-grey-with-black-roof.avif
mahindra,Bolero Neo Plus,mahindra,bolero-neo-plus,https://www.cardekho.com/mahindra/bolero-neo-plus,6,4,0,3,13,/data/brand-model-images/4w-galleries/mahindra/bolero-neo-plus/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo-plus/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo-plus/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo-plus/exterior/04.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo-plus/exterior/07.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo-plus/exterior/08.avif,/data/brand-model-images/4w-galleries/mahindra/bolero-neo-plus/interior/01.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo-plus/interior/02.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo-plus/interior/05.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo-plus/interior/06.avif,,Diamond White | Napoli Black | Dsat Silver,/data/brand-model-images/4w-galleries/mahindra/bolero-neo-plus/colors/diamond-white.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo-plus/colors/napoli-black.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-neo-plus/colors/dsat-silver.avif
mahindra,Bolero Pik-Up,mahindra,bolero-pik-up,https://www.cardekho.com/mahindra/bolero-pik-up,4,0,0,0,4,/data/brand-model-images/4w-galleries/mahindra/bolero-pik-up/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-pik-up/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-pik-up/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/bolero-pik-up/exterior/04.avif,,,,
mahindra,Marazzo,mahindra,marazzo,https://www.cardekho.com/mahindra/marazzo,6,8,0,4,18,/data/brand-model-images/4w-galleries/mahindra/marazzo/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/exterior/04.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/exterior/05.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/exterior/06.avif,/data/brand-model-images/4w-galleries/mahindra/marazzo/interior/01.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/interior/02.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/interior/03.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/interior/04.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/interior/05.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/interior/06.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/interior/07.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/interior/08.avif,,Shimmering Silver | Iceberg White | Aqua Marine | Oceanic Black,/data/brand-model-images/4w-galleries/mahindra/marazzo/colors/shimmering-silver.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/colors/iceberg-white.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/colors/aqua-marine.avif | /data/brand-model-images/4w-galleries/mahindra/marazzo/colors/oceanic-black.avif
mahindra,Scorpio Classic,mahindra,scorpio,https://www.cardekho.com/mahindra/scorpio,8,8,0,2,18,/data/brand-model-images/4w-galleries/mahindra/scorpio/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/exterior/04.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/exterior/05.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/exterior/06.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/exterior/07.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/exterior/08.avif,/data/brand-model-images/4w-galleries/mahindra/scorpio/interior/01.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/interior/02.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/interior/03.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/interior/04.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/interior/05.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/interior/06.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/interior/07.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/interior/08.avif,,Diamond White | Stealth Black,/data/brand-model-images/4w-galleries/mahindra/scorpio/colors/diamond-white.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio/colors/stealth-black.avif
mahindra,Scorpio N,mahindra,scorpio-n,https://www.cardekho.com/mahindra/scorpio-n,8,8,0,5,21,/data/brand-model-images/4w-galleries/mahindra/scorpio-n/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/exterior/04.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/exterior/05.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/exterior/06.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/exterior/07.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/exterior/08.avif,/data/brand-model-images/4w-galleries/mahindra/scorpio-n/interior/01.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/interior/02.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/interior/03.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/interior/04.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/interior/05.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/interior/06.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/interior/07.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/interior/08.avif,,Everest White | Stealth Black | Valyrian Silver | Deep Forest | Midnight Black,/data/brand-model-images/4w-galleries/mahindra/scorpio-n/colors/everest-white.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/colors/stealth-black.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/colors/valyrian-silver.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/colors/deep-forest.avif | /data/brand-model-images/4w-galleries/mahindra/scorpio-n/colors/midnight-black.avif
mahindra,Thar,mahindra,thar,https://www.cardekho.com/mahindra/thar,6,8,0,6,20,/data/brand-model-images/4w-galleries/mahindra/thar/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/thar/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/thar/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/thar/exterior/04.avif | /data/brand-model-images/4w-galleries/mahindra/thar/exterior/05.avif | /data/brand-model-images/4w-galleries/mahindra/thar/exterior/06.avif,/data/brand-model-images/4w-galleries/mahindra/thar/interior/01.avif | /data/brand-model-images/4w-galleries/mahindra/thar/interior/02.avif | /data/brand-model-images/4w-galleries/mahindra/thar/interior/03.avif | /data/brand-model-images/4w-galleries/mahindra/thar/interior/04.avif | /data/brand-model-images/4w-galleries/mahindra/thar/interior/05.avif | /data/brand-model-images/4w-galleries/mahindra/thar/interior/06.avif | /data/brand-model-images/4w-galleries/mahindra/thar/interior/07.avif | /data/brand-model-images/4w-galleries/mahindra/thar/interior/08.avif,,Everest White | Galaxy Grey | Stealth Black | Battleship Gray | Deep Forest | Tango Red,/data/brand-model-images/4w-galleries/mahindra/thar/colors/everest-white.avif | /data/brand-model-images/4w-galleries/mahindra/thar/colors/galaxy-grey.avif | /data/brand-model-images/4w-galleries/mahindra/thar/colors/stealth-black.avif | /data/brand-model-images/4w-galleries/mahindra/thar/colors/battleship-gray.avif | /data/brand-model-images/4w-galleries/mahindra/thar/colors/deep-forest.avif | /data/brand-model-images/4w-galleries/mahindra/thar/colors/tango-red.avif
mahindra,Thar Roxx,mahindra,thar-roxx,https://www.cardekho.com/mahindra/thar-roxx,8,8,7,7,30,/data/brand-model-images/4w-galleries/mahindra/thar-roxx/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/exterior/04.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/exterior/05.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/exterior/06.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/exterior/07.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/exterior/08.avif,/data/brand-model-images/4w-galleries/mahindra/thar-roxx/interior/01.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/interior/02.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/interior/03.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/interior/04.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/interior/05.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/interior/06.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/interior/07.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/interior/08.avif,/data/brand-model-images/4w-galleries/mahindra/thar-roxx/feature/01.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/feature/02.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/feature/03.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/feature/04.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/feature/05.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/feature/06.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/feature/07.avif,Everest White | Stealth Black | Nebula Blue | Battleship Gray | Deep Forest | Tango Red | Burnt Sienna,/data/brand-model-images/4w-galleries/mahindra/thar-roxx/colors/everest-white.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/colors/stealth-black.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/colors/nebula-blue.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/colors/battleship-gray.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/colors/deep-forest.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/colors/tango-red.avif | /data/brand-model-images/4w-galleries/mahindra/thar-roxx/colors/burnt-sienna.avif
mahindra,XEV 9e,mahindra,xev-9e,https://www.cardekho.com/mahindra/xev-9e,6,8,0,1,15,/data/brand-model-images/4w-galleries/mahindra/xev-9e/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9e/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9e/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9e/exterior/04.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9e/exterior/05.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9e/exterior/06.avif,/data/brand-model-images/4w-galleries/mahindra/xev-9e/interior/01.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9e/interior/02.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9e/interior/03.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9e/interior/04.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9e/interior/05.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9e/interior/06.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9e/interior/07.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9e/interior/08.avif,,Satin White,/data/brand-model-images/4w-galleries/mahindra/xev-9e/colors/satin-white.avif
mahindra,XEV 9S,mahindra,xev-9s,https://www.cardekho.com/mahindra/xev-9s,6,8,0,6,20,/data/brand-model-images/4w-galleries/mahindra/xev-9s/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/exterior/04.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/exterior/05.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/exterior/06.avif,/data/brand-model-images/4w-galleries/mahindra/xev-9s/interior/01.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/interior/02.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/interior/03.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/interior/04.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/interior/05.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/interior/06.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/interior/07.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/interior/08.avif,,Everest White | Ruby Velvet | Stealth Black | Desert Myst | Nebula Blue | Midnight Black,/data/brand-model-images/4w-galleries/mahindra/xev-9s/colors/everest-white.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/colors/ruby-velvet.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/colors/stealth-black.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/colors/desert-myst.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/colors/nebula-blue.avif | /data/brand-model-images/4w-galleries/mahindra/xev-9s/colors/midnight-black.avif
mahindra,XUV 3XO,mahindra,xuv-3xo,https://www.cardekho.com/mahindra/xuv-3xo,8,8,7,7,30,/data/brand-model-images/4w-galleries/mahindra/xuv-3xo/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/exterior/04.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/exterior/05.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/exterior/06.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/exterior/07.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/exterior/08.avif,/data/brand-model-images/4w-galleries/mahindra/xuv-3xo/interior/01.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/interior/02.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/interior/03.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/interior/04.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/interior/05.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/interior/06.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/interior/07.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/interior/08.avif,/data/brand-model-images/4w-galleries/mahindra/xuv-3xo/feature/01.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/feature/02.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/feature/03.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/feature/04.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/feature/05.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/feature/06.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/feature/07.avif,Dune Beige | Everest White | Stealth Black Plus Galvano Grey | Stealth Black | Dune Beige Plus Stealth Black | Nebula Blue Plus Galvano Grey | Galaxy Grey Plus Stealth Black,/data/brand-model-images/4w-galleries/mahindra/xuv-3xo/colors/dune-beige.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/colors/everest-white.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/colors/stealth-black-plus-galvano-grey.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/colors/stealth-black.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/colors/dune-beige-plus-stealth-black.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/colors/nebula-blue-plus-galvano-grey.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo/colors/galaxy-grey-plus-stealth-black.avif
mahindra,XUV 3XO EV,mahindra,xuv-3xo-ev,https://www.cardekho.com/mahindra/xuv-3xo-ev,8,8,0,6,22,/data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/exterior/04.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/exterior/05.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/exterior/06.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/exterior/07.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/exterior/08.avif,/data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/interior/01.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/interior/02.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/interior/03.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/interior/04.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/interior/05.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/interior/06.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/interior/07.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/interior/08.avif,,Everest White | Galaxy Grey | Stealth Black | Nebula Blue | Deep Forest | Tango Red,/data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/colors/everest-white.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/colors/galaxy-grey.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/colors/stealth-black.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/colors/nebula-blue.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/colors/deep-forest.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-3xo-ev/colors/tango-red.avif
mahindra,XUV 7XO,mahindra,xuv-7xo,https://www.cardekho.com/mahindra/xuv-7xo,6,8,0,7,21,/data/brand-model-images/4w-galleries/mahindra/xuv-7xo/exterior/01.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/exterior/02.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/exterior/03.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/exterior/04.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/exterior/05.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/exterior/06.avif,/data/brand-model-images/4w-galleries/mahindra/xuv-7xo/interior/01.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/interior/02.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/interior/03.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/interior/04.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/interior/05.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/interior/06.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/interior/07.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/interior/08.avif,,Everest White | Galaxy Grey | Ruby Velvet | Everest White Plus Stealth Black | Stealth Black | Desert Myst | Nebula Blue,/data/brand-model-images/4w-galleries/mahindra/xuv-7xo/colors/everest-white.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/colors/galaxy-grey.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/colors/ruby-velvet.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/colors/everest-white-plus-stealth-black.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/colors/stealth-black.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/colors/desert-myst.avif | /data/brand-model-images/4w-galleries/mahindra/xuv-7xo/colors/nebula-blue.avif
