category,brand,model,status,brand_id,matched_slug,image_count,note
2w,Tork Motors,Kratos,covered_by_alias,tork-motors,kratos,5,"uses shared source model ""Kratos R"""
2w,Tork Motors,Kratos R,scraped_exact,tork-motors,kratos,5,
2w,Triumph India,Bonneville Bobber,scraped_exact,triumph-india,bonneville-bobber,5,
2w,Triumph India,Bonneville Speedmaster,scraped_exact,triumph-india,bonneville-speedmaster,4,
2w,Triumph India,Bonneville T100,scraped_exact,triumph-india,bonneville-t100,4,
2w,Triumph India,Bonneville T120,scraped_exact,triumph-india,bonneville-t120,4,
2w,Triumph India,Rocket 3,scraped_exact,triumph-india,rocket-3,5,
2w,Triumph India,Scrambler 400 X,scraped_exact,triumph-india,scrambler-400-x,4,
2w,Triumph India,Scrambler 900,scraped_exact,triumph-india,scrambler-900,3,
2w,Triumph India,Speed 400,scraped_exact,triumph-india,speed-400,4,
2w,Triumph India,Speed T4,scraped_exact,triumph-india,speed-t4,5,
2w,Triumph India,Speed Triple 1200 RS,scraped_exact,triumph-india,speed-triple-1200-rs,4,
2w,Triumph India,Speed Twin 900,scraped_exact,triumph-india,speed-twin-900,3,
2w,Triumph India,Street Triple R,scraped_exact,triumph-india,street-triple-r,3,
2w,Triumph India,Thruxton 400,scraped_exact,triumph-india,thruxton-400,4,
2w,Triumph India,Tiger 1200,scraped_exact,triumph-india,tiger-1200,12,
2w,Triumph India,Tiger 900,scraped_exact,triumph-india,tiger-900,6,
2w,Triumph India,Trident 660,scraped_exact,triumph-india,trident-660,4,
2w,TVS iQube,iQube,covered_by_alias,tvs-iqube,iqube,12,"uses shared source model ""iQube ST 5.3 kWh"""
2w,TVS iQube,iQube S,covered_by_alias,tvs-iqube,iqube,12,"uses shared source model ""iQube ST 5.3 kWh"""
2w,TVS iQube,iQube ST,covered_by_alias,tvs-iqube,iqube,12,"uses shared source model ""iQube ST 5.3 kWh"""
2w,TVS iQube,iQube ST 5.3 kWh,scraped_exact,tvs-iqube,iqube,12,
2w,TVS iQube,TVS Orbiter,scraped_exact,tvs-iqube,orbiter,6,
2w,TVS iQube,TVS X,scraped_exact,tvs-iqube,x,1,
2w,TVS Motor Company,Apache RR 310,scraped_exact,tvs-motor,apache-rr-310,4,
2w,TVS Motor Company,Apache RTR 160,scraped_exact,tvs-motor,apache-160,8,
2w,TVS Motor Company,Apache RTR 160 4V,scraped_exact,tvs-motor,apache-rtr-160-4v,12,
2w,TVS Motor Company,Apache RTR 180,scraped_exact,tvs-motor,apache-rtr-180,5,
2w,TVS Motor Company,Apache RTR 200 4V,scraped_exact,tvs-motor,apache-rtr-200-4v,7,
2w,TVS Motor Company,Apache RTR 310,scraped_exact,tvs-motor,apache-rtr-310,4,
2w,TVS Motor Company,Apache RTX 300,scraped_exact,tvs-motor,apache-rtx-300,5,
2w,TVS Motor Company,Jupiter,scraped_exact,tvs-motor,jupiter,6,
2w,TVS Motor Company,Jupiter 125,scraped_exact,tvs-motor,jupiter-125,13,
2w,TVS Motor Company,Ntorq 125,scraped_exact,tvs-motor,ntorq-125,13,
2w,TVS Motor Company,Ntorq 150,scraped_exact,tvs-motor,ntorq-150,4,
2w,TVS Motor Company,Radeon,scraped_exact,tvs-motor,radeon,8,
2w,TVS Motor Company,Raider 125,scraped_exact,tvs-motor,raider-125,14,
2w,TVS Motor Company,Ronin,scraped_exact,tvs-motor,ronin,7,
2w,TVS Motor Company,Sport,scraped_exact,tvs-motor,sport,6,
2w,TVS Motor Company,Star City Plus,scraped_exact,tvs-motor,star-city-plus,6,
2w,TVS Motor Company,XL100 Comfort,scraped_exact,tvs-motor,xl-100-comfort,4,
2w,TVS Motor Company,XL100 Heavy Duty,scraped_exact,tvs-motor,xl-100-heavy-duty,12,
2w,TVS Motor Company,Zest 110,scraped_exact,tvs-motor,zest-110,8,
2w,Ultraviolette Automotive,F77 Mach 2,scraped_exact,ultraviolette-automotive,f77-mach-2,9,
2w,Ultraviolette Automotive,F77 SuperStreet,scraped_exact,ultraviolette-automotive,f77-superstreet,4,
2w,Ultraviolette Automotive,X47 Crossover,scraped_exact,ultraviolette-automotive,x47-crossover,4,
2w,Vespa India,Vespa 125,scraped_exact,vespa-india,vespa-125,7,
2w,Vespa India,Vespa 150,scraped_exact,vespa-india,150,8,
2w,Vespa India,Vespa S 125,scraped_exact,vespa-india,s-125,10,
2w,Vespa India,Vespa S 150,scraped_exact,vespa-india,s-150,10,
2w,Vida (Hero MotoCorp),V2,scraped_exact,vida-hero,v2,6,
2w,Vida (Hero MotoCorp),VX2 Go,covered_by_alias,vida-hero,vx2,7,"uses shared source model ""VX2 Plus"""
2w,Vida (Hero MotoCorp),VX2 Plus,scraped_exact,vida-hero,vx2,7,
2w,VLF,Mobster,scraped_exact,vlf,mobster,4,
2w,VLF,Tennis 1500,scraped_exact,vlf,tennis-1500,3,
2w,Yamaha India,Aerox 155,scraped_exact,yamaha-india,aerox-155,4,
2w,Yamaha India,Fascino 125 Fi,scraped_exact,yamaha-india,fascino,15,
2w,Yamaha India,FZ Rave,scraped_exact,yamaha-india,fz-rave,2,
2w,Yamaha India,FZ-Fi,scraped_exact,yamaha-india,fz,2,
2w,Yamaha India,FZ-S Fi,covered_by_alias,yamaha-india,fz-s,3,"uses shared source model ""FZ-S Fi Hybrid"""
2w,Yamaha India,FZ-S Fi Hybrid,scraped_exact,yamaha-india,fz-s,3,
2w,Yamaha India,FZ-X,scraped_exact,yamaha-india,fz-x,2,
2w,Yamaha India,MT-15 V2.0,scraped_exact,yamaha-india,mt-15,5,
2w,Yamaha India,R15 V4,scraped_exact,yamaha-india,r15-v4,9,
2w,Yamaha India,R15S,scraped_exact,yamaha-india,r15s,3,
2w,Yamaha India,Ray ZR 125 Fi,scraped_exact,yamaha-india,ray-zr-125,11,
2w,Yamaha India,XSR155,scraped_exact,yamaha-india,xsr-155,5,
2w,Yezdi Motorcycles,Adventure,scraped_exact,yezdi-motorcycles,adventure,6,
2w,Yezdi Motorcycles,Roadster,scraped_exact,yezdi-motorcycles,roadster,6,
2w,Yezdi Motorcycles,Scrambler,scraped_exact,yezdi-motorcycles,scrambler,7,
2w,Yo Electric,Drift,scraped_exact,yo-electric,drift,5,
2w,Yo Electric,Edge,scraped_exact,yo-electric,edge,5,
2w,Yulu,Wynn,unavailable_on_source,yulu,,0,no confirmed BikeWale colour page
2w,Zontes India,350R,scraped_exact,zontes-india,350r,3,
2w,Zontes India,350T,scraped_exact,zontes-india,350t,4,
2w,Zontes India,350X,scraped_exact,zontes-india,350x,3,
2w,Zontes India,GK350,scraped_exact,zontes-india,gk350,3,
