category,brand,model,status,brand_id,matched_slug,image_count,note
4w,mahindra,XUV 7XO,scraped_exact,mahindra,xuv-7xo,21,
4w,mahindra,XUV400 EV,scraped_exact,mahindra,xuv400-ev,18,
4w,mahindra,XUV700,scraped_exact,mahindra,xuv700,30,
4w,nissan,Gravite,scraped_exact,nissan,gravite,19,
4w,nissan,Magnite,scraped_exact,nissan,magnite,21,
4w,nissan,X-Trail,scraped_exact,nissan,x-trail,19,
4w,renault,Duster,scraped_exact,renault,duster,21,
4w,renault,Kiger,scraped_exact,renault,kiger,21,
4w,renault,Kwid,scraped_exact,renault,kwid,21,
4w,renault,Triber,scraped_exact,renault,triber,21,
4w,skoda,Kodiaq,scraped_exact,skoda,kodiaq,20,
4w,skoda,Kushaq,scraped_exact,skoda,kushaq,14,
4w,skoda,Kylaq,scraped_exact,skoda,kylaq,20,
4w,skoda,Octavia RS,scraped_exact,skoda,octavia-rs,14,
4w,skoda,Slavia,scraped_exact,skoda,slavia,21,
4w,tata,Altroz,scraped_exact,tata,altroz,23,
4w,tata,Curvv,scraped_exact,tata,curvv,21,
4w,tata,Curvv EV,scraped_exact,tata,curvv-ev,19,
4w,tata,Harrier,scraped_exact,tata,harrier,21,
4w,tata,Harrier EV,scraped_exact,tata,harrier-ev,19,
4w,tata,Nexon,scraped_exact,tata,nexon,30,
4w,tata,Nexon EV,scraped_exact,tata,nexon-ev,19,
4w,tata,Punch,scraped_exact,tata,punch,20,
4w,tata,Punch EV,scraped_exact,tata,punch-ev,22,
4w,tata,Safari,scraped_exact,tata,safari,22,
4w,tata,Sierra,scraped_exact,tata,sierra,20,
4w,tata,Tiago,scraped_exact,tata,tiago,27,
4w,tata,Tiago EV,scraped_exact,tata,tiago-ev,18,
4w,tata,Tiago NRG,scraped_exact,tata,tiago-nrg,20,
4w,tata,Tigor,scraped_exact,tata,tigor,19,
4w,tata,Tigor EV,scraped_exact,tata,tigor-ev,19,
4w,tata,Xpres,scraped_exact,tata,xpres,17,
4w,tata,Xpres-T EV,scraped_exact,tata,xpres-t-ev,15,
4w,tata,Yodha Pickup,scraped_exact,tata,yodha-pickup,15,
4w,toyota,Camry,scraped_exact,toyota,camry,20,
4w,toyota,Fortuner,scraped_exact,Toyota,Toyota_Fortuner,23,
4w,toyota,Fortuner Legender,scraped_exact,toyota,fortuner-legender,17,
4w,toyota,Glanza,scraped_exact,toyota,glanza,21,
4w,toyota,Hilux,scraped_exact,toyota,hilux,19,
4w,toyota,Innova Crysta,scraped_exact,toyota,innova-crysta,21,
4w,toyota,Innova Hycross,scraped_exact,toyota,innova-hycross,20,
4w,toyota,Land Cruiser 300,scraped_exact,toyota,land-cruiser-300,16,
4w,toyota,Rumion,scraped_exact,Toyota,Toyota_Rumion,19,
4w,toyota,Taisor,scraped_exact,toyota,taisor,23,
4w,toyota,Urban Cruiser Hyryder,scraped_exact,toyota,urban-cruiser-hyryder,20,
4w,toyota,Vellfire,scraped_exact,toyota,vellfire,17,
4w,volkswagen,Golf GTI,scraped_exact,volkswagen,golf-gti,18,
4w,volkswagen,Taigun,scraped_exact,volkswagen,taigun,4,
4w,volkswagen,Tayron R-Line,scraped_exact,volkswagen,tayron-r-line,20,
4w,volkswagen,Tiguan R-Line,scraped_exact,volkswagen,tiguan-r-line,21,
4w,volkswagen,Virtus,scraped_exact,volkswagen,virtus,23,
4w,volvo,EC40,scraped_exact,volvo,ec40,21,
4w,volvo,EX30,scraped_exact,volvo,ex30,15,
4w,volvo,EX40,scraped_exact,volvo,ex40,22,
4w,volvo,XC60,scraped_exact,volvo,xc60,21,
4w,volvo,XC90,scraped_exact,volvo,xc90,14,
